lat,lon,h,p,rank
47.4066619873047,9.93821811676025,1342.97253417969,0.78050971031189,100
45.8271255493164,6.25204277038574,1218.74926757812,0.743453443050385,99.3197250366211
45.9188804626465,8.67018413543701,962.774658203125,0.723198473453522,98.1481475830078
46.8211402893066,8.43940162658691,1653.33166503906,0.718875885009766,100
47.2816543579102,9.43988132476807,1398.57263183594,0.690663993358612,95.6521759033203
47.287052154541,9.40057182312012,1307.45239257813,0.677056789398193,96.3768081665039
46.4379272460937,6.96975040435791,1679.79516601562,0.673062741756439,98.6394577026367
47.2762603759766,9.38662338256836,1695.10852050781,0.668106853961945,99.2753601074219
45.8460159301758,6.25204277038574,1451.87963867188,0.667667031288147,97.9591827392578
47.3230247497559,8.50153541564941,681.612670898438,0.660005033016205,98.5507278442383
47.4974975585937,10.0777025222778,1611.31640625,0.656803846359253,94.2028961181641
47.1530494689941,8.52816486358643,740.900756835937,0.656039178371429,94.9275360107422
45.8640060424805,6.23555850982666,1439.07250976562,0.654374420642853,95.9183654785156
47.2276954650879,9.23572731018066,1469.10717773438,0.647484660148621,93.4782638549805
47.4048652648926,9.92427062988281,1110.35717773438,0.643536984920502,85.5072479248047
45.8352203369141,6.27106332778931,1553.11120605469,0.642348408699036,95.2380981445312
47.1701354980469,9.07595539093018,1046.1455078125,0.631527721881866,90.5797119140625
45.9215774536133,8.68666839599609,1104.28540039063,0.609511971473694,96.2962951660156
46.902099609375,8.42672157287598,1808.65124511719,0.604197263717651,93.8775482177734
47.2861518859863,9.48426246643066,1578.44018554687,0.594816565513611,92.0289840698242
46.9092979431152,8.41023731231689,1072.88208007812,0.587490677833557,92.5170059204102
47.5397644042969,10.2171859741211,1308.88305664063,0.587088048458099,92.7536239624023
47.350902557373,8.4913911819458,835.61474609375,0.583007752895355,91.3043441772461
46.4829063415527,6.90508079528809,1134.24389648438,0.578483760356903,96.5986404418945
47.2708625793457,9.37394332885742,1787.59924316406,0.557440459728241,80.4347839355469
47.1791305541992,9.09117126464844,1398.26391601563,0.553537666797638,87.6811599731445
46.9137954711914,8.42038154602051,1367.99060058594,0.547044515609741,49.6598625183105
47.4048652648926,9.96231079101563,1516.89453125,0.535237312316895,86.9565200805664
47.287052154541,9.44875717163086,1201.89501953125,0.525495290756226,38.4057960510254
47.6225051879883,7.93345642089844,751.4130859375,0.523291945457458,92.8571395874023
45.9287757873535,8.72090530395508,1143.23046875,0.514065325260162,94.4444427490234
47.7798881530762,7.69126176834106,988.235107421875,0.513583362102509,89.2857131958008
47.4021644592285,9.90905380249023,958.77734375,0.511255085468292,73.9130401611328
47.3149299621582,8.50660800933838,753.564270019531,0.506375730037689,60.1449279785156
46.8229370117188,8.23524856567383,1936.54748535156,0.49991774559021,89.1156463623047
47.3859786987305,9.74674510955811,722.683471679687,0.490050494670868,84.7826080322266
45.8307228088379,9.37647914886475,772.184204101562,0.489136904478073,92.5925903320313
46.8085441589355,8.46222686767578,1941.45483398437,0.485445499420166,88.8888854980469
47.7628021240234,8.5535249710083,754.416015625,0.480453372001648,86.2318878173828
47.2933464050293,9.33083057403564,1531.30090332031,0.475028783082962,81.8840560913086
47.2681655883789,10.29833984375,2165.47973632812,0.472504675388336,76.8115921020508
47.510986328125,9.76830196380615,746.406921386719,0.472185492515564,76.0869598388672
45.8298225402832,9.2915210723877,964.013977050781,0.471053659915924,85.185188293457
46.7941513061523,8.19340324401855,1835.33923339844,0.471047580242157,80.9523773193359
47.503791809082,10.393443107605,962.646301269531,0.469540178775787,74.6376800537109
46.902099609375,8.3658561706543,1574.84509277344,0.467042684555054,85.0340118408203
47.1872253417969,9.80380725860596,904.829467773438,0.464670449495316,78.260871887207
47.2888488769531,9.41959285736084,1232.9775390625,0.464051187038422,69.5652160644531
46.9002990722656,8.44447422027588,1984.43395996094,0.462412714958191,90.7407379150391
47.1917190551758,9.06581115722656,719.240478515625,0.458790808916092,70.2898559570312
46.7671661376953,8.90477085113525,2789.46264648437,0.456821322441101,87.0370407104492
47.0568199157715,8.6422872543335,1164.70178222656,0.443024814128876,71.739128112793
45.9854469299316,8.52055644989014,1156.34375,0.441809982061386,77.7777786254883
47.1854248046875,9.62628173828125,1402.9609375,0.437625169754028,72.4637680053711
47.2267951965332,9.73913764953613,1243.85961914063,0.432831436395645,67.3913040161133
46.1176834106445,8.94154357910156,837.02685546875,0.431578576564789,83.3333358764648
46.0097351074219,8.53450489044189,1521.67639160156,0.430340200662613,79.6296310424805
47.5028915405273,10.0941867828369,1616.20971679688,0.429612040519714,68.840576171875
46.7797584533691,6.48916530609131,1180.4169921875,0.425560504198074,70.0680236816406
46.0879974365234,7.24871778488159,2090.81958007812,0.423432558774948,81.6326522827148
47.1602439880371,9.12160491943359,1547.8486328125,0.420829355716705,73.1884078979492
45.9197807312012,9.01128578186035,1380.78979492187,0.418570399284363,75.9259262084961
47.2663650512695,8.57635021209717,561.990173339844,0.418374806642532,68.1159439086914
47.1665382385254,9.42466449737549,1056.91235351563,0.417517989873886,61.5942039489746
47.5550537109375,9.77337455749512,724.66650390625,0.415707886219025,71.0144958496094
46.8355331420898,7.90175533294678,1325.73779296875,0.412735998630524,74.8299331665039
47.3221244812012,10.0333213806152,1546.30151367187,0.412069141864777,65.2173919677734
46.3479690551758,7.81552934646606,2618.0458984375,0.411091864109039,76.8707504272461
46.1635589599609,6.53608274459839,1591.86193847656,0.409766405820847,77.5510177612305
46.3488693237305,7.85103416442871,2822.74365234375,0.405450522899628,74.149658203125
47.3572006225586,9.96738338470459,1343.56396484375,0.404572904109955,64.4927520751953
46.7986488342285,7.89541530609131,1346.2314453125,0.401786118745804,68.027214050293
46.9272880554199,8.3392276763916,1670.78100585938,0.401649743318558,75.5102005004883
46.7149925231934,7.82186937332153,1527.9990234375,0.401243954896927,71.4285736083984
46.4217338562012,6.95199775695801,1274.78173828125,0.400432467460632,66.6666641235352
47.1044845581055,8.77669906616211,968.564575195313,0.39747029542923,62.3188400268555
47.4920997619629,10.0574140548706,1468.99829101562,0.395525842905045,63.0434799194336
46.8895072937012,8.35951614379883,1498.07604980469,0.394469201564789,73.4693908691406
46.8985023498535,8.04504299163818,1732.03125,0.392440348863602,70.7482986450195
